"poi_info_id","point_type","public_access","latitude","longitude","web_poi","web_street_addr","web_muni_addr","parking_connection_id","parking_info_id","maintenance_div","maintenance_div_nickname","name","alt_name","alt2_name","accessible","bike_parking","bike_rental","birding","boat_ramp","boat_rental","camping","canoe","comfortstation","cross_country","cycling","disc_golf","dog_friendly","dog_leash","drinkingwater","driving_range","drone","ecological","equestrian","fitness_stairs","fishing","ice_fishing","gas_powered","golf","hiking","indoor_rental","large_capacity","m_airplane","m_boat","nature_center","nature_preserve","natureplay","no_alcohol","no_dogs","no_fishing","no_parking","overlook","pavilion","public_building","picnic_grove","shelter","skating_ice","skating_inline","sledding","snowmobile","swimming","toboggan","volunteer","zip_line","bathroom_building_winter","bathroom_building_summer","bathroom_building_ada","bathroom_portable_summer","bathroom_portable_winter","bathroom_portable_ada","shower","dining_hall","sanitation_station","camp_store","accessible_shelter","accessible_canoe","accessible_boat","accessible_fishing","accessible_campsite","fall_color","web_map_geom","geom"
60,activity area,,41.7023968536775,-87.8773735176754,yes,"S Willow Springs Rd/Flavin Rd, north of 107th St","Cook County, IL 60480",,311,Palos,,Joe's Pond,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.87737351767538 41.70239685367755)
61,activity area,,41.7043176456404,-87.8734602656413,yes,"S Willow Springs Rd/Flavin Rd, north of 107th St","Cook County, IL 60480",,419,Palos,,Tuma Lake,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.87346026564128 41.704317645640366)
64,activity area,,42.0560644867682,-87.8774661310639,yes,,"Cook County, IL 60016",,0,Indian Boundary,,Kloempken Prairie,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.87746613106394 42.05606448676817)
65,nature preserve,,42.145769534009,-88.2155225046444,yes,,"Barrington Hills, IL 60010",347,0,Northwest,,Spring Lake Nature Preserve,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.21552250464435 42.14576953400902)
68,activity area,,41.5671200238518,-87.7519826724246,yes,,"Cook County, IL 60477",,0,Tinley Creek,,Tryner's Pond,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.7519826724246 41.5671200238518)
70,nature preserve,,41.6462654258372,-87.53327527865,yes,,"Chicago, IL 60633",149,0,Calumet,,Powderhorn Prairie and Marsh Nature Preserve,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.53327527865 41.64626542583723)
74,activity area,,41.6591317588246,-87.9246980392589,yes,,"Cook County, IL 60439",297,0,Palos,,McGinty Slough,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.92469803925887 41.65913175882458)
76,nature preserve,,41.5370289657071,-87.7618932578594,yes,"Flossmoor Rd, west of Central Ave","Cook County, IL 60477",,310,Tinley Creek,,Bartel Grassland Land and Water Reserve,South Green Belt Preserves,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.76189325785943 41.537028965707094)
81,activity area,,42.0360304828967,-88.2307713965283,yes,"11N260 Rohrssen Rd","Elgin, IL 60120",,188,Northwest,,Rolling Knolls,,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.2307713965283 42.03603048289673)
82,activity area,,41.6340028311377,-87.5708694432507,yes,,"Calumet City, IL 60409",,0,Calumet,,Dolton Avenue Prairie,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.57086944325067 41.634002831137664)
84,nature preserve,,41.613605765307,-87.5556691249524,yes,,"Calumet City, IL 60409",,0,Thorn Creek ,,Sand Ridge Nature Preserve,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,POINT (-87.55566912495236 41.61360576530699)
85,nature preserve,,41.5614590719395,-87.591180708297,yes,,"Cook County, IL 60476",,0,Thorn Creek ,,Thornton-Lansing Road Nature Preserve,Zanders Woods,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.59118070829697 41.561459071939545)
86,nature preserve,,42.0600302309363,-88.1996920619861,yes,,"Cook County, IL 60192",156,0,Northwest,,Shoe Factory Road Prairie Nature Preserve,Arthur L. Janura Preserve,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.19969206198614 42.06003023093627)
88,nature preserve,,41.7239625899108,-87.8869249334928,yes,,"Cook County, IL 60480",,0,Palos,,Paw Paw Woods Nature Preserve,Palos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.88692493349275 41.72396258991082)
89,nature preserve,,41.6983424081066,-87.8414085910535,yes,,"Palos Hills, IL 60465",,0,Palos,,Palos Fen Nature Preserve,Palos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.84140859105345 41.69834240810658)
91,nature preserve,,41.6386733260091,-87.549456624701,yes,,"Burnham, IL 60633",300,0,Thorn Creek,,Burnham Prairie Nature Preserve,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.54945662470104 41.63867332600915)
92,nature preserve,,41.831880535143,-87.8893346687093,yes,,"La Grange Park, IL 60526",151,0,Salt Creek,,Salt Creek Woods Nature Preserve,,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.88933466870934 41.831880535143014)
93,nature preserve,,42.1418192736849,-87.8378815193573,yes,,"Cook County, IL 60062",163,0,North Branch,,Somme Prairie Nature Preserve,Somme Woods,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.83788151935725 42.14181927368493)
96,nature preserve,,41.6837383377206,-88.0250334973323,yes,,"Cook County, IL 60439",154,0,Palos,,Black Partridge Woods Nature Preserve,Goose Lake,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.02503349733227 41.683738337720634)
97,nature preserve,,41.6917372715736,-87.9224335796247,yes,,"Cook County, IL 60439",267,0,Palos,,Sagawau Canyon Nature Preserve,Palos,Sagawau Environmental Learning Center,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.92243357962467 41.69173727157362)
99,activity area,,41.6782487667681,-87.5295258210978,yes,,"Chicago, IL 60617",,0,Calumet,,Wolf Lake Overlook,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.52952582109782 41.67824876676813)
100,camp,,41.7091219193739,-87.9031915070664,yes,"9600 Wolf Rd","Willow Springs, IL 60480",,334,Palos,,Camp Bullfrog Lake,Palos,,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,,POINT (-87.90319150706635 41.70912191937389)
101,nature preserve,,41.5553016910395,-87.5874930103786,yes,,"Cook County, IL 60476",162,0,Thorn Creek ,,Jurgensen Woods North Nature Preserve,,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.58749301037857 41.55530169103949)
